workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,question_order,response,result,rt,slider_start,stimulus,success,time_elapsed,timeout,trial_index,trial_type,error
519,main,[],,,,,0.0-11.0,,"{'age': '51', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,36236,,,,193481,,32,survey,
475,main,[],,,,,0.0-11.0,,"{'age': '42', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Graduated college', 'question1': None}",,23069,,,,142948,,32,survey,
502,main,[],,,,,0.0-11.0,,"{'age': '67', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Everything worked as it should and the questions/instructions were easy to understand. I wish you well with your research!', 'language': '', 'education': 'Graduated college', 'question1': None}",,103437,,,,318547,,32,survey,
468,main,[],,,,,0.0-11.0,,"{'age': '45', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some college', 'question1': None}",,32403,,,,173414,,32,survey,
477,main,[],,,,,0.0-11.0,,"{'age': '33', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Thank you!', 'language': 'English', 'education': 'Some college', 'question1': None}",,52611,,,,476028,,32,survey,
495,main,[],,,,,0.0-11.0,,"{'age': '52', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'No', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,75084,,,,352380,,32,survey,
447,main,[],,,,,0.0-11.0,,"{'age': '22', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some college', 'question1': None}",,36118,,,,202343,,32,survey,
525,main,[],,,,,0.0-11.0,,"{'age': '37', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,27492,,,,279854,,32,survey,
459,main,[],,,,,0.0-11.0,,"{'age': '31', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Hold a higher degree', 'question1': None}",,30685,,,,788297,,32,survey,
553,main,[],,,,,0.0-11.0,,"{'age': '34', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,30296,,,,215278,,32,survey,
458,main,[],,,,,0.0-11.0,,"{'age': '51', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'I apologize for missing the first voice, it was much lower volume than the test.', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,41890,,,,546833,,32,survey,
498,main,[],,,,,0.0-11.0,,"{'age': '21', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,36771,,,,201806,,32,survey,
430,main,[],,,,,0.0-11.0,,"{'age': '43', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'no', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,32587,,,,220453,,32,survey,
521,main,[],,,,,0.0-11.0,,"{'age': '22', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'N/A', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,36747,,,,243052,,32,survey,
534,main,[],,,,,0.0-11.0,,"{'age': '34', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,38414,,,,210007,,32,survey,
528,main,[],,,,,0.0-11.0,,"{'age': '24', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some college', 'question1': None}",,59418,,,,363058,,32,survey,
466,main,[],,,,,0.0-11.0,,"{'age': '35', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'I didn\'t understand the point of the speech aspect. The range and tone of voice is not always an indicator of who is ""masculine"" and ""feminine"". ', 'language': 'English', 'education': 'Some college', 'question1': None}",,133248,,,,394916,,32,survey,
518,main,[],,,,,0.0-11.0,,"{'age': '54', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Thank You.', 'language': 'English', 'education': 'Some college', 'question1': None}",,48169,,,,348841,,32,survey,
503,main,[],,,,,0.0-11.0,,"{'age': '38', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Some college', 'question1': None}",,25779,,,,134904,,32,survey,
454,main,[],,,,,0.0-11.0,,"{'age': '32', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,19263,,,,150780,,32,survey,
550,main,[],,,,,0.0-11.0,,"{'age': '32', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,27892,,,,179300,,32,survey,
543,main,[],,,,,0.0-11.0,,"{'age': '32', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some college', 'question1': None}",,26821,,,,194416,,32,survey,
476,main,[],,,,,0.0-11.0,,"{'age': '', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Thanks for the opportunity to participate', 'language': 'English', 'education': 'Hold a higher degree', 'question1': None}",,57565,,,,194873,,32,survey,
490,main,[],,,,,0.0-11.0,,"{'age': '27', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,34075,,,,514947,,32,survey,
506,main,[],,,,,0.0-11.0,,"{'age': '41', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Graduated college', 'question1': None}",,21718,,,,315442,,32,survey,
461,main,[],,,,,0.0-11.0,,"{'age': '39', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,36467,,,,240622,,32,survey,
465,main,[],,,,,0.0-11.0,,"{'age': '21', 'enjoy': 'Worse than the average experiment', 'gender': 'Female', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': ""I really do not like the sexist questions at the end. Surveys like this are supposed to be reported to Prolific, and, while I'm not going to do it because I want the money, please do not make other people do this unless if there is a very clear disclaimer in the beginning. "", 'language': 'English', 'education': 'Some college', 'question1': None}",,81540,,,,200928,,32,survey,
439,main,[],,,,,0.0-11.0,,"{'age': '52', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Hold a higher degree', 'question1': None}",,45170,,,,217786,,32,survey,
469,main,[],,,,,0.0-11.0,,"{'age': '30', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'no', 'language': 'english', 'education': 'Graduated high school', 'question1': None}",,35790,,,,169764,,32,survey,
496,main,[],,,,,0.0-11.0,,"{'age': '63', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English ', 'education': 'Hold a higher degree', 'question1': None}",,56955,,,,229868,,32,survey,
501,main,[],,,,,0.0-11.0,,"{'age': '25', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': ""Some of these questions sparked some anger in me because of past experiences I've had / past remarks made about topics like these. Interesting though!"", 'language': 'English', 'education': 'Graduated college', 'question1': None}",,64872,,,,246623,,32,survey,
448,main,[],,,,,0.0-11.0,,"{'age': '25', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some high school', 'question1': None}",,42483,,,,223054,,32,survey,
438,main,[],,,,,0.0-11.0,,"{'age': '48', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'n/a', 'language': 'english', 'education': 'Some college', 'question1': None}",,48176,,,,266488,,32,survey,
451,main,[],,,,,0.0-11.0,,"{'age': '32', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,38038,,,,258348,,32,survey,
484,main,[],,,,,0.0-11.0,,"{'age': '31', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'None', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,22090,,,,138391,,32,survey,
481,main,[],,,,,0.0-11.0,,"{'age': '44', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'This study was fun. Thank you.', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,42778,,,,252877,,32,survey,
548,main,[],,,,,0.0-11.0,,"{'age': '47', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,51060,,,,288833,,32,survey,
446,main,[],,,,,0.0-11.0,,"{'age': '24', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Graduated college', 'question1': None}",,36075,,,,170366,,32,survey,
445,main,[],,,,,0.0-11.0,,"{'age': '37', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,27130,,,,136860,,32,survey,
536,main,[],,,,,0.0-11.0,,"{'age': '18', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,28678,,,,177453,,32,survey,
538,main,[],,,,,0.0-11.0,,"{'age': '35', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,28310,,,,178512,,32,survey,
504,main,[],,,,,0.0-11.0,,"{'age': '23', 'enjoy': 'Better than the average experiment', 'gender': 'Non-binary/Non-conforming', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,39735,,,,186763,,32,survey,
462,main,[],,,,,0.0-11.0,,"{'age': '27', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,22818,,,,133268,,32,survey,
524,main,[],,,,,0.0-11.0,,"{'age': '41', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Nothing to add here', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,25562,,,,165260,,32,survey,
509,main,[],,,,,0.0-11.0,,"{'age': '27', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Graduated college', 'question1': None}",,30526,,,,214601,,32,survey,
513,main,[],,,,,0.0-11.0,,"{'age': '25', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'No', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,29923,,,,184880,,32,survey,
467,main,[],,,,,0.0-11.0,,"{'age': '35', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Graduated high school', 'question1': None}",,33366,,,,253227,,32,survey,
440,main,[],,,,,0.0-11.0,,"{'age': '45', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Some college', 'question1': None}",,27415,,,,158809,,32,survey,
514,main,[],,,,,0.0-11.0,,"{'age': '20', 'enjoy': 'An average experiment', 'gender': 'Non-binary/Non-conforming', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some college', 'question1': None}",,28612,,,,181243,,32,survey,
489,main,[],,,,,0.0-11.0,,"{'age': '43', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some college', 'question1': None}",,26136,,,,251486,,32,survey,
549,main,[],,,,,0.0-11.0,,"{'age': '52', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'fun!', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,21373,,,,162844,,32,survey,
486,main,[],,,,,0.0-11.0,,"{'age': '23', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Graduated college', 'question1': None}",,32034,,,,163550,,32,survey,
478,main,[],,,,,0.0-11.0,,"{'age': '56', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'NO', 'language': 'ENGLISH', 'education': 'Graduated college', 'question1': None}",,49658,,,,272405,,32,survey,
452,main,[],,,,,0.0-11.0,,"{'age': '33', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Hold a higher degree', 'question1': None}",,29679,,,,135629,,32,survey,
493,main,[],,,,,0.0-11.0,,"{'age': '56', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Neat survey-thanks so much!', 'language': 'English', 'education': 'Some college', 'question1': None}",,46638,,,,241445,,32,survey,
474,main,[],,,,,0.0-11.0,,"{'age': '58', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,45221,,,,226461,,32,survey,
539,main,[],,,,,0.0-11.0,,"{'age': '42', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'surprisingly short, would have stayed interested for longer (with higher reward of course)', 'language': 'English', 'education': 'Some college', 'question1': None}",,82569,,,,425774,,32,survey,
537,main,[],,,,,0.0-11.0,,"{'age': '25', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Hold a higher degree', 'question1': None}",,200322,,,,468108,,32,survey,
470,main,[],,,,,0.0-11.0,,"{'age': '33', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'thank you', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,30836,,,,138534,,32,survey,